Birch_base,DBSCAN_base,Birch_bayes_best,DBSCAN_bayes_best,Passed
554,4,8,0,1
5,5,1358,1,0
291,7,1014,3,1
1816,6,2269,4,0
502,1,1056,1,0
1269,2,482,2,1
2666,2,1605,2,1
415,7,1067,3,1
2111,3,2308,3,0
72,4,1389,0,0
861,5,190,1,1
2338,0,255,0,1
2145,7,285,3,0
416,7,1067,3,1
1308,0,2196,0,1
1677,0,1910,0,0
1393,9,2352,2,1
1888,1,2459,1,0
1185,0,444,0,1
1200,6,729,4,1
2337,6,1684,4,0
694,6,1369,4,0
1995,0,2468,0,1
2071,7,2265,3,0
353,6,943,4,1
2129,1,1826,1,0
1875,3,2478,3,1
2256,3,1730,3,0
1417,3,2181,3,0
1257,3,465,3,1
933,2,81,2,0
844,6,197,4,0
68,2,562,2,0
527,4,954,0,0
255,5,969,1,0
2131,6,307,4,0
2658,3,1626,3,0
487,11,958,5,0
2602,1,990,1,1
2573,1,2102,1,0
1333,9,2131,2,1
2249,6,1652,4,0
1386,4,757,0,0
1916,5,2080,1,0
302,6,1485,4,1
2635,2,1563,2,0
2531,6,1561,4,0
1064,7,302,3,1
874,1,200,1,1
2252,5,1727,1,0
355,6,937,4,1
227,3,1376,3,0
2541,2,1881,2,1
1064,7,811,3,1
1506,-1,2021,0,1
1186,5,614,1,1
2062,11,1237,5,1
77,4,308,0,1
881,7,1075,3,0
2450,3,1729,3,1
2190,4,1846,0,0
2193,6,1732,4,1
262,11,1088,5,1
776,7,306,3,0
1366,8,1923,4,1
2331,0,1564,0,0
2028,4,2519,0,0
130,8,1474,4,1
1920,2,2479,2,0
15,0,1390,0,1
1872,7,2549,3,0
1414,0,2132,0,1
874,1,200,1,0
2401,7,1591,3,0
757,3,309,3,1
16,10,2480,5,0
1983,9,2457,2,0
2635,2,1563,2,0
311,4,1117,0,1
2535,6,1592,4,1
2664,9,1562,2,1
838,5,196,1,1
2274,9,2131,2,1
423,1,1418,1,0
1916,5,1248,1,0
1970,8,2438,4,0
1189,4,726,0,0
2197,8,1738,4,0
2583,2,1743,2,0
2098,9,2457,2,1
17,-1,1391,3,1
694,6,1369,4,0
2263,7,1757,3,1
588,8,30,4,0
1074,1,758,1,1
33,9,500,2,0
2600,4,1664,0,1
561,2,133,2,0
1315,9,2133,2,0
1643,7,2069,3,0
1185,0,444,0,1
1908,3,2580,3,1
1922,-1,2482,0,0
2245,9,1562,2,1
1685,3,2307,3,0
1878,4,2483,0,1
2305,5,1725,1,0
2095,6,2575,4,0
853,8,188,4,1
2586,0,1570,0,0
2536,11,1593,5,0
2259,9,1792,2,0
992,4,648,0,1
2621,7,1616,3,0
480,2,910,2,0
573,8,136,4,0
1920,-1,2479,2,1
2604,7,1535,3,0
1201,0,470,0,0
1384,11,2209,5,0
867,5,716,1,1
881,7,78,3,0
1191,8,727,4,0
2603,11,1568,5,1
622,-1,631,5,0
1340,1,2135,1,1
745,8,310,4,1
2200,2,1765,2,0
1261,4,458,0,0
2237,7,1714,3,1
1463,1,1914,1,0
2617,9,1758,2,0
2215,7,1714,3,1
1783,6,2310,4,1
841,0,191,0,1
128,0,1274,0,0
2310,1,1759,1,0
1263,1,464,1,1
375,6,921,4,0
104,4,1053,0,0
1844,2,2302,2,0
1705,9,2108,2,1
843,5,196,1,1
375,6,921,4,0
14,7,1387,3,0
2247,11,1754,5,1
889,2,1055,2,0
312,2,1255,2,1
1182,5,624,1,1
2040,2,2545,2,1
2161,4,1713,0,0
2245,9,1706,2,1
1032,9,739,2,0
2534,6,1656,4,0
401,2,1079,2,0
2642,7,923,3,1
1690,1,1959,1,1
1032,9,739,2,1
2205,4,1760,0,0
37,3,1367,3,1
1881,2,2484,2,0
1861,4,2465,0,0
993,2,623,2,1
1402,3,1711,3,0
861,5,228,1,0
1880,1,2360,1,0
2290,8,1721,4,1
107,9,1469,2,0
385,7,1518,3,0
488,0,1074,0,1
1718,9,2311,2,1
458,7,1089,3,0
62,9,1434,2,1
2248,2,1887,2,0
2465,1,182,1,1
2566,6,1561,4,0
2442,3,1617,3,0
1313,3,2124,3,0
20,0,497,0,1
2086,2,961,2,0
1741,2,2292,2,0
1864,9,2309,2,0
2020,8,1240,4,0
1398,8,455,4,0
988,7,535,3,0
511,3,1688,3,1
1875,3,2286,3,0
127,2,2458,2,1
1990,8,936,4,0
355,6,937,4,0
607,7,478,3,0
1974,0,2280,0,0
2333,7,1560,3,1
73,8,518,4,0
1821,7,2299,3,0
852,5,1597,1,0
486,1,912,1,0
2206,9,2185,2,0
2106,6,962,4,1
116,6,1335,4,1
638,9,619,2,1
1377,7,2148,3,0
230,9,1359,2,1
1310,6,2221,4,1
2326,9,1550,2,0
1996,3,1023,3,1
1856,3,2517,3,0
2151,1,750,1,1
1009,3,711,3,0
347,8,982,4,1
1824,6,1750,4,1
2625,1,1662,1,1
1263,1,464,1,0
2238,7,1761,3,0
2643,4,1676,0,0
2239,5,1725,1,0
928,7,138,3,1
1785,4,2312,0,1
2353,3,1688,3,0
2637,2,902,2,0
1880,1,2459,1,0
762,4,313,0,0
890,7,1075,3,1
592,2,12,2,1
2626,3,1554,3,1
1719,1,2116,1,1
2661,9,1173,2,0
1877,5,2585,1,1
1880,1,2459,1,0
1894,6,2466,4,1
842,2,195,2,1
2398,6,1091,4,0
398,2,1079,2,0
2638,7,1560,3,0
2146,2,311,2,1
204,4,1389,0,0
1428,7,1931,3,1
935,0,1092,0,1
1625,2,1911,2,0
851,1,268,1,1
1962,0,942,0,0
277,1,2360,1,1
560,7,25,3,1
2604,7,1535,3,0
879,11,1125,5,1
58,2,471,2,0
512,8,940,4,1
1098,10,740,5,1
319,6,1375,4,0
1043,8,863,4,0
563,1,147,1,0
377,4,192,0,1
410,3,1230,3,0
1825,2,2329,2,1
2381,0,1598,0,0
1978,3,2313,3,0
890,7,1151,3,0
1348,6,2136,4,0
2548,8,1798,4,0
564,-1,26,5,1
383,6,1369,4,1
1191,8,529,4,0
1425,6,1932,4,0
1507,5,2099,1,0
1997,7,959,3,1
2574,4,1545,0,0
2656,3,1554,3,0
710,1,33,1,0
1883,8,2485,4,1
2605,5,2279,1,1
900,8,56,4,1
13,9,1379,2,1
1754,7,2134,3,0
2192,1,1719,1,0
1878,4,2522,0,1
279,3,1020,3,1
902,8,177,4,0
2060,10,2455,5,0
1998,1,964,1,0
694,6,1369,4,1
560,7,25,3,1
2623,9,1640,2,1
1325,5,1762,1,1
2178,0,1645,0,0
2153,5,1746,1,0
846,5,226,1,0
2624,2,947,2,0
194,8,1392,4,0
2260,0,1645,0,0
1357,10,1854,5,0
2536,-1,1593,5,0
2615,1,2287,1,0
1688,6,2314,4,1
2210,8,1763,4,0
1407,6,2285,4,0
2503,4,272,0,0
1916,5,2481,1,1
1826,4,2371,0,0
2289,3,1812,3,0
1386,4,2208,0,0
1819,1,2271,1,0
2635,2,1563,2,0
2594,6,1608,4,0
2523,4,1549,0,1
2605,5,2279,1,1
1468,7,2098,3,0
1988,4,945,0,1
2601,5,1601,1,1
2559,6,1592,4,1
1688,6,1932,4,0
2251,1,1736,1,1
78,7,811,3,1
847,8,225,4,0
282,9,939,2,1
1526,1,587,1,0
1323,0,2278,0,1
1605,7,2127,3,0
2170,0,1751,0,1
2658,3,1626,3,0
1618,5,2137,1,1
1952,6,2475,4,1
2445,3,238,3,0
2003,0,1537,0,1
289,6,911,4,0
127,2,2458,2,0
2598,0,1689,0,0
1391,5,2190,1,1
2604,7,1535,3,1
758,7,312,3,0
859,6,1642,4,0
1893,7,2277,3,0
863,3,280,3,0
1363,8,1763,4,0
103,7,2055,3,1
2585,5,985,1,1
2198,6,1752,4,0
204,4,1389,0,1
853,8,188,4,1
875,5,656,1,1
2637,2,902,2,1
972,9,1062,2,0
863,3,316,3,0
2351,4,1622,0,0
2656,3,2282,3,0
1337,1,2138,1,0
73,8,455,4,1
577,4,8,0,0
2580,1,1532,1,1
2386,9,254,2,1
2467,3,1602,3,1
1233,5,737,1,0
2606,8,2324,4,1
1197,0,547,0,1
2174,11,1764,5,0
2020,8,1240,4,1
2133,5,1746,1,0
891,1,1094,1,0
1429,-1,537,4,1
280,3,1230,3,0
2200,2,1765,2,1
481,4,1060,0,0
1873,6,2285,4,0
2269,5,1883,1,1
1708,9,2030,2,1
1407,6,1595,4,0
1261,4,522,0,0
2642,7,923,3,0
689,2,554,2,1
1931,9,2445,2,1
1147,-1,895,1,1
481,4,1134,0,0
1748,-1,2247,0,0
479,2,1061,2,1
1430,-1,2081,4,0
992,4,637,0,0
2329,2,245,2,0
2134,4,329,0,1
1968,1,965,1,0
118,5,1393,1,1
1360,7,1915,3,0
1785,4,2315,0,1
1686,1,2241,1,0
2163,9,1572,2,1
2104,6,2383,4,1
2241,2,1717,2,1
1672,5,1901,1,1
1425,6,1932,4,1
898,8,188,4,0
2257,10,1766,5,1
889,2,38,2,0
2446,5,1584,1,0
2635,2,1563,2,0
74,9,1434,2,1
1262,2,451,2,1
1204,10,888,5,1
2402,5,1583,1,0
1399,5,2114,1,1
368,0,1095,0,1
2592,5,1600,1,0
1285,1,593,1,0
1291,4,458,0,0
308,1,965,1,0
2644,4,1545,0,1
2390,2,1605,2,0
73,8,1428,4,0
1555,9,853,2,0
2288,4,1838,0,0
593,4,3,0,0
428,3,1054,3,1
1995,0,2440,0,0
894,7,34,3,1
2517,5,369,1,0
1313,3,2124,3,1
1371,7,285,3,0
849,6,201,4,1
1427,1,1902,1,0
2199,5,1767,1,0
713,5,49,1,1
2165,0,1724,0,1
1253,6,552,4,1
432,2,1081,2,1
1610,4,2178,0,0
1991,4,2487,0,0
211,5,1394,1,0
1700,1,2144,1,0
1493,4,2009,0,1
785,0,286,0,0
2156,5,2167,1,1
752,3,24,3,0
574,4,35,0,0
1990,8,936,4,0
986,7,535,3,0
1858,8,2438,4,0
2458,2,1541,2,1
79,2,451,2,1
1431,-1,1936,5,0
1867,1,2291,1,0
1873,6,2471,4,0
770,2,283,2,1
1417,3,2275,3,0
2193,6,2232,4,0
308,1,964,1,0
2262,1,1759,1,1
1644,4,2140,0,0
2153,5,2190,1,0
1,1,1360,1,1
489,5,966,1,1
76,3,525,3,0
1393,9,2309,2,1
2576,6,1533,4,0
952,3,1692,3,0
1966,5,2335,1,1
1994,9,2477,2,1
1785,4,2316,0,0
2633,0,1645,0,1
1389,0,2201,0,0
1822,1,2276,1,1
1906,5,2557,1,1
2001,5,2272,1,0
2642,7,302,3,1
839,0,202,0,0
486,1,912,1,1
892,4,1096,0,1
2578,10,1534,5,1
779,7,314,3,1
1113,3,760,3,1
1388,6,2118,4,1
935,0,1092,0,1
731,1,1,1,1
916,6,1132,4,0
2226,2,1768,2,1
886,4,1065,0,1
2097,6,2442,4,0
973,6,1587,4,1
878,5,87,1,1
2663,2,1580,2,1
2577,9,1706,2,0
2588,7,1582,3,0
816,5,414,1,1
2158,5,761,1,0
2407,6,249,4,1
777,0,315,0,0
853,8,188,4,0
2225,1,1769,1,1
1460,10,1912,5,1
2645,9,1607,2,1
2169,5,761,1,0
1862,0,2488,0,1
726,7,25,3,0
2208,2,1765,2,1
2553,8,1542,4,1
2401,7,1670,3,0
1687,5,1905,1,1
1967,9,2340,2,1
826,6,148,4,1
1359,1,1719,1,0
1295,0,486,0,1
1549,5,764,1,0
24,9,1904,2,0
477,8,936,4,0
2165,0,1724,0,1
1963,4,2316,0,0
195,-1,1395,2,0
330,7,1278,3,0
843,5,196,1,0
759,7,341,3,0
1996,3,1023,3,1
2309,3,2223,3,1
843,5,1179,1,0
255,5,969,1,0
2594,6,1663,4,1
591,5,632,1,1
1363,8,1536,4,0
1404,4,308,0,1
2198,6,1862,4,0
2438,7,374,3,0
1752,6,2310,4,0
1345,0,2280,0,1
895,2,178,2,1
1703,9,1937,2,1
2096,3,967,3,0
2373,6,1646,4,1
1385,3,1554,3,0
2586,0,1645,0,1
2372,8,258,4,0
1995,0,2440,0,1
1038,10,746,5,0
2466,10,1581,5,0
2584,3,1621,3,1
2532,5,1571,1,0
1391,5,2112,1,1
2579,8,1536,4,0
258,3,1037,3,0
2617,9,2356,2,0
1526,1,587,1,1
2609,2,1743,2,0
2383,8,1669,4,1
508,6,1679,4,0
1403,11,2231,5,1
1407,6,1595,4,0
912,4,102,0,1
1,1,1436,1,0
345,4,1053,0,0
2104,6,962,4,1
1192,11,456,5,1
1962,0,1570,0,0
2432,7,1535,3,1
1406,2,2128,2,1
1988,4,1017,0,1
2063,3,2489,3,1
1405,3,316,3,1
2336,1,1574,1,0
2596,6,1663,4,1
2487,2,421,2,1
854,7,317,3,1
2200,2,1726,2,0
2226,2,1768,2,0
1866,8,2293,4,0
46,2,18,2,1
2624,2,1678,2,0
1880,1,2459,1,0
1060,6,828,4,0
365,7,78,3,0
1858,8,1950,4,1
2624,2,947,2,0
2240,8,1721,4,1
1559,6,762,4,0
693,7,1444,3,1
2587,1,990,1,1
1718,9,2311,2,1
1042,2,802,2,0
522,0,935,0,0
2165,0,1724,0,1
435,6,1099,4,0
2171,0,791,0,0
63,9,476,2,1
851,1,203,1,1
893,3,36,3,0
1401,7,2207,3,1
864,6,214,4,0
1042,2,763,2,0
117,9,2490,2,1
2432,7,285,3,0
886,4,192,0,1
2241,2,1705,2,1
1831,9,2346,2,1
299,9,939,2,0
1280,7,474,3,0
1274,2,451,2,1
1834,8,2375,4,0
2609,2,1743,2,0
1808,5,2305,1,0
1105,2,775,2,0
367,11,1251,5,1
881,7,78,3,0
101,1,448,1,0
1859,1,2304,1,0
68,2,1456,2,0
1066,9,739,2,1
788,-1,299,3,1
1843,5,2306,1,1
302,6,1375,4,0
1875,3,2040,3,0
1504,9,1920,2,0
37,3,1977,3,0
2589,8,1744,4,1
688,3,1380,3,0
2191,8,1771,4,0
2249,6,1750,4,1
2192,1,1719,1,1
2391,4,1557,0,1
204,4,1389,0,1
87,4,493,0,1
1874,7,2603,3,1
853,8,1665,4,0
769,2,303,2,0
994,6,646,4,0
319,6,1002,4,1
2646,8,940,4,1
1687,5,764,1,0
98,2,562,2,0
305,5,916,1,1
934,6,1099,4,0
1072,2,765,2,0
2153,5,1746,1,0
349,6,921,4,1
1861,4,2465,0,0
2121,1,1610,1,1
1858,8,2438,4,0
1719,1,2116,1,0
388,3,1396,3,1
2182,0,1823,0,1
1979,6,2289,4,0
2015,-1,2491,1,1
1191,8,821,4,1
1735,2,1985,2,1
486,1,912,1,1
1875,3,2286,3,1
2395,0,1576,0,1
1196,0,766,0,1
2655,3,1626,3,0
1114,4,767,0,0
2576,6,974,4,0
436,10,1100,5,0
2167,4,292,0,0
86,3,316,3,1
1191,8,727,4,1
1963,4,1772,0,1
617,9,694,2,0
2341,10,362,5,1
594,0,109,0,0
2138,2,1609,2,0
753,1,300,1,0
615,1,6,1,1
83,8,981,4,1
1826,4,2384,0,0
1484,2,1941,2,0
765,9,104,2,1
1963,4,1772,0,0
699,-1,37,3,1
1391,5,2114,1,0
1393,9,2184,2,1
593,4,3,0,1
1385,3,1711,3,0
2632,2,1580,2,1
1981,0,2387,0,1
2606,8,2324,4,0
1452,6,1926,4,1
619,0,1070,0,1
2660,9,1607,2,0
374,6,1128,4,0
855,3,293,3,1
2201,3,1835,3,0
119,-1,2492,2,1
1674,9,753,2,1
1882,8,2494,4,1
2127,1,1843,1,1
266,1,968,1,1
2548,8,1798,4,1
81,4,2483,0,0
345,4,1053,0,0
2356,6,1642,4,1
450,8,1101,4,0
832,11,1611,5,0
385,7,1381,3,0
2580,1,2386,1,1
2527,8,1599,4,0
1091,7,819,3,0
2603,11,1697,5,0
93,2,1921,2,0
386,9,1440,2,1
1720,9,2141,2,0
2372,8,258,4,1
2534,6,1612,4,1
2578,10,1534,5,0
1961,5,916,1,0
2403,3,1613,3,1
3,1,464,1,1
882,2,14,2,1
1477,4,2005,0,1
548,0,1039,0,0
1207,2,763,2,1
903,8,1086,4,1
316,9,960,2,1
1619,9,2142,2,1
375,6,921,4,0
1986,4,2388,0,0
600,4,576,0,1
1345,0,2280,0,1
2445,3,1614,3,0
1399,5,2335,1,0
2205,4,2120,0,0
1046,2,775,2,1
1315,9,2233,2,0
94,2,1425,2,0
2182,0,1709,0,1
316,9,960,2,0
2163,9,390,2,0
1421,10,1907,5,1
255,5,969,1,0
2653,1,1094,1,0
770,2,283,2,0
1357,10,1854,5,1
911,5,1097,1,1
2015,15,2491,1,1
107,9,1364,2,0
1198,5,768,1,1
1279,1,448,1,0
568,8,42,4,1
228,9,1377,2,0
275,10,938,5,0
2484,10,1615,5,0
724,8,173,4,0
2250,2,1726,2,0
1028,6,636,4,1
1472,4,2005,0,0
528,-1,1049,5,1
1924,5,2493,1,1
2605,5,1600,1,0
2624,2,947,2,1
2660,9,1607,2,0
2064,3,971,3,1
2633,0,1660,0,0
1879,6,2471,4,1
2097,6,2358,4,0
1882,8,2494,4,1
1752,6,2199,4,0
1042,2,763,2,0
2099,5,2502,1,0
228,9,1439,2,1
1260,6,634,4,1
2060,10,2455,5,0
1744,1,1809,1,1
1209,1,627,1,0
892,4,35,0,1
264,2,1001,2,0
2598,0,1689,0,0
1861,4,2110,0,0
87,4,1949,0,0
1365,2,2270,2,0
730,4,105,0,0
521,7,1616,3,0
757,3,309,3,0
569,1,669,1,1
760,8,647,4,1
2622,8,984,4,1
36,5,469,1,1
255,5,969,1,0
1558,6,2011,4,1
534,5,966,1,0
1388,6,2109,4,0
2125,2,1881,2,0
1971,9,2457,2,1
1394,4,2316,0,1
484,2,910,2,0
119,-1,2492,2,0
2385,4,209,0,1
2534,6,1808,4,0
487,-1,958,5,0
851,1,200,1,1
1409,5,1648,1,1
78,7,478,3,0
1506,-1,475,0,1
2200,2,1726,2,0
2165,0,1709,0,1
793,1,318,1,1
259,7,1228,3,0
1370,4,1713,0,0
2016,2,2545,2,0
1672,5,1901,1,0
1721,-1,2255,2,1
2342,4,319,0,1
384,2,1102,2,0
1404,4,2388,0,0
2527,8,1599,4,0
23,2,1941,2,1
3,1,448,1,1
118,5,1248,1,0
2013,4,2439,0,0
2123,1,182,1,0
1681,1,2121,1,0
23,2,1941,2,1
2529,8,1542,4,1
1584,4,1988,0,0
759,7,652,3,0
1685,3,1939,3,0
2533,3,1623,3,1
2240,8,1721,4,1
2207,8,1771,4,1
2310,1,2412,1,1
2206,9,1886,2,0
777,0,315,0,1
1440,8,1986,4,1
1308,0,2130,0,0
1718,9,2311,2,0
2463,3,1839,3,1
1787,8,2361,4,1
86,3,633,3,0
1063,8,863,4,0
2390,2,1702,2,0
2434,7,1588,3,0
1841,6,2297,4,1
321,1,924,1,0
529,9,955,2,0
2252,5,1727,1,0
634,9,476,2,1
1995,0,992,0,0
2270,1,1853,1,0
1964,11,972,5,1
133,6,1231,4,0
2039,4,2512,0,0
1924,5,2474,1,0
1807,8,2361,4,0
889,2,260,2,0
1115,0,749,0,1
270,1,965,1,0
519,7,1015,3,1
1827,-1,2318,5,1
1286,10,503,5,1
1600,1,2144,1,1
1266,4,580,0,1
15,0,1390,0,1
577,4,54,0,1
481,4,1019,0,0
1363,8,1536,4,1
1870,2,2530,2,1
2222,7,1761,3,1
2621,7,1560,3,0
1514,1,1942,1,0
1237,3,465,3,1
2580,1,1532,1,0
859,6,289,4,0
1517,3,2063,3,1
2531,6,1566,4,1
1129,7,897,3,0
860,4,192,0,1
19,-1,477,0,1
2236,9,1715,2,1
1688,6,1944,4,0
607,7,478,3,1
2373,6,1587,4,1
1391,5,1790,1,0
2254,4,1728,0,0
1864,9,1964,2,0
2343,4,1644,0,1
1231,1,479,1,0
2255,2,1768,2,1
1385,3,1554,3,0
2640,11,1619,5,0
621,9,466,2,1
99,1,1918,1,0
2624,2,986,2,0
2648,6,1595,4,1
2450,3,1729,3,0
966,11,1125,5,0
486,1,912,1,1
1071,1,658,1,0
1923,4,2496,0,0
1858,8,2268,4,0
381,4,1117,0,0
315,1,973,1,1
2242,4,1731,0,1
2630,9,1618,2,0
953,7,184,3,1
761,10,393,5,0
330,7,959,3,1
2239,5,1762,1,1
2666,2,1055,2,0
2571,2,1636,2,0
391,-1,1397,5,1
682,7,1382,3,0
2302,0,2319,0,1
1316,5,2187,1,1
954,5,1098,1,0
1061,6,770,4,1
1974,0,2280,0,1
2246,7,2145,3,1
843,5,196,1,0
1203,5,764,1,0
2433,3,1573,3,1
2165,0,1724,0,0
2018,9,2444,2,1
848,9,181,2,1
2589,8,2375,4,0
2011,4,2462,0,0
1948,3,2040,3,0
512,8,940,4,0
491,10,1135,5,1
1718,9,2368,2,0
1395,3,2122,3,1
2340,0,1537,0,1
2587,1,1532,1,0
2591,3,2404,3,0
80,7,1444,3,1
1078,6,771,4,0
2635,2,1563,2,0
18,3,1367,3,1
2097,6,2321,4,1
1054,2,283,2,0
988,7,635,3,1
1267,8,502,4,1
2590,4,1676,0,0
2611,8,1569,4,0
2344,11,1619,5,1
1450,7,1931,3,0
955,3,204,3,0
101,1,448,1,0
71,7,478,3,0
492,4,1065,0,1
1899,7,2450,3,1
856,-1,290,4,1
1979,6,2353,4,0
2513,10,1581,5,1
258,3,920,3,0
2250,2,1865,2,1
2432,7,302,3,0
278,5,1012,1,1
1396,6,2285,4,0
1791,0,2322,0,1
2166,6,1831,4,1
103,7,1915,3,0
315,1,1168,1,0
1509,1,481,1,1
1824,6,1750,4,0
2645,9,1607,2,1
1620,-1,2146,0,1
77,4,1053,0,0
1050,9,818,2,1
1790,0,2531,0,0
584,10,706,5,1
991,7,478,3,0
355,6,1375,4,0
2244,9,1756,2,1
1682,5,1924,1,0
2306,5,1781,1,1
1496,7,454,3,0
1398,8,1586,4,0
1360,7,2147,3,1
37,3,1367,3,1
1929,5,2498,1,1
759,7,652,3,0
87,4,493,0,1
2129,1,877,1,0
1185,0,766,0,0
1269,2,482,2,0
304,8,913,4,1
1856,3,2307,3,1
2015,15,2491,1,1
1857,7,2323,3,1
2650,9,1556,2,1
1275,8,472,4,1
100,10,1517,5,0
1988,4,945,0,0
986,7,505,3,0
2664,9,1685,2,1
1205,6,769,4,0
593,4,691,0,0
2016,2,2499,2,1
2595,7,2366,3,1
759,7,652,3,0
2163,9,1572,2,1
852,5,274,1,0
853,8,188,4,1
851,1,268,1,0
2658,3,920,3,0
1037,8,821,4,1
73,8,455,4,0
2333,7,1560,3,1
1432,6,1945,4,1
925,7,34,3,0
279,3,963,3,1
104,4,1430,0,1
1563,5,1946,1,1
1028,6,636,4,1
954,5,205,1,1
1913,7,2446,3,1
2411,1,1671,1,0
1418,0,630,0,0
1908,3,1308,3,0
1905,7,2593,3,0
505,6,974,4,1
2080,9,1030,2,0
2611,8,1544,4,1
316,9,1262,2,1
2650,9,1034,2,0
2134,4,329,0,1
2614,3,1579,3,0
845,11,180,5,0
988,7,108,3,1
2451,7,183,3,0
2654,9,1649,2,0
392,8,1437,4,0
317,8,905,4,0
86,3,633,3,0
735,4,15,0,0
824,4,294,0,0
554,4,8,0,1
67,9,1377,2,1
1393,9,2309,2,0
2137,5,296,1,1
2300,8,2375,4,1
2330,2,195,2,1
1320,7,2218,3,0
2575,5,1601,1,0
493,4,1104,0,0
2197,8,1738,4,1
385,7,1473,3,1
575,8,29,4,0
34,4,1442,0,0
1830,-1,2294,5,1
127,2,2500,2,1
2232,2,870,2,1
964,2,1115,2,0
2002,9,2309,2,1
956,0,199,0,0
1649,8,1947,4,1
2645,9,941,2,1
1236,0,470,0,0
1870,2,2552,2,1
2165,0,1724,0,1
1463,1,1938,1,1
1114,4,767,0,1
104,4,484,0,1
1977,6,937,4,0
2174,11,1764,5,1
900,8,29,4,1
1416,9,2010,2,0
1396,6,1948,4,0
2132,8,333,4,0
2223,9,2151,2,1
2651,10,1675,5,1
2168,9,1620,2,1
783,0,110,0,1
2589,8,1744,4,1
2010,0,2468,0,0
1404,4,1713,0,0
2584,3,1621,3,1
1994,9,2477,2,1
2642,7,923,3,0
895,2,14,2,0
1995,0,2433,0,0
1597,2,2153,2,1
2,1,593,1,0
1857,7,2323,3,1
2242,4,1731,0,0
1426,8,1923,4,1
1841,6,2297,4,0
1407,6,1595,4,1
1868,8,2486,4,1
481,4,1060,0,0
2206,9,1886,2,0
1980,1,2520,1,0
2099,5,1007,1,0
76,3,525,3,1
121,2,1243,2,1
517,2,986,2,0
593,4,3,0,1
1965,2,2270,2,1
1186,5,615,1,1
1981,0,2326,0,0
2533,3,1621,3,0
304,8,913,4,1
508,6,1679,4,1
1354,2,2101,2,1
2003,0,1537,0,0
20,0,1445,0,0
1391,5,1790,1,0
2573,1,1610,1,0
303,7,1232,3,0
2210,8,1763,4,0
2297,5,1727,1,0
481,4,996,0,1
162,-1,485,4,0
668,0,486,0,1
487,11,958,5,1
2163,9,1722,2,1
332,2,976,2,1
1525,1,481,1,0
2242,4,1731,0,1
543,0,914,0,0
2600,4,1776,0,0
1822,1,2276,1,1
2587,1,909,1,1
2039,4,1292,0,1
718,0,13,0,1
70,1,1431,1,0
2635,2,1563,2,0
873,5,31,1,1
1003,3,638,3,1
2433,3,1573,3,0
1860,7,2476,3,0
2494,4,1747,0,0
1269,2,482,2,0
2020,8,2586,4,1
2068,1,2504,1,0
1208,9,777,2,0
2383,8,1575,4,1
2598,0,1689,0,0
2443,7,306,3,1
2580,1,1532,1,0
2250,2,1768,2,0
894,7,224,3,1
892,4,1189,0,0
2151,1,891,1,0
345,4,1053,0,0
1028,6,828,4,0
2647,5,1597,1,0
373,0,942,0,0
2609,2,1743,2,1
2241,2,2427,2,0
1830,10,2342,5,0
1027,5,614,1,0
748,3,679,3,1
844,6,197,4,1
2150,1,1769,1,0
1205,6,487,4,0
2612,2,1674,2,0
2606,8,2324,4,0
1405,3,633,3,0
594,0,40,0,0
270,1,965,1,1
1300,2,873,2,1
1392,1,2152,1,0
756,1,4,1,1
1674,9,1937,2,0
1597,2,2153,2,1
1707,11,2211,5,1
2345,9,254,2,0
2148,1,407,1,0
747,2,675,2,1
1030,0,822,0,0
2590,4,1703,0,0
2597,1,1736,1,0
947,0,1052,0,1
2190,4,1846,0,1
2620,0,1537,0,1
1963,4,1772,0,1
1891,9,2477,2,0
2145,7,747,3,1
2575,5,1553,1,1
2127,1,1740,1,1
2657,3,1538,3,1
1042,2,763,2,0
494,6,908,4,0
89,2,1580,2,1
991,7,811,3,1
2441,3,301,3,1
2083,3,1290,3,0
285,7,957,3,0
358,8,982,4,1
275,10,1123,5,0
602,8,446,4,0
2613,3,2308,3,0
2281,6,1778,4,1
2632,2,1541,2,0
560,7,25,3,0
2663,2,1547,2,0
1597,2,2153,2,0
759,7,302,3,1
2014,2,1239,2,1
55,2,1102,2,0
1695,2,1941,2,1
317,8,934,4,1
1398,8,1586,4,0
2198,6,1752,4,1
2574,4,1703,0,0
477,8,904,4,1
87,4,1949,0,1
2581,1,1775,1,1
995,1,639,1,0
282,9,939,2,1
529,9,987,2,1
108,25,1231,4,1
757,3,309,3,0
2628,11,977,5,0
1631,-1,2236,2,0
2020,8,2503,4,1
2316,9,1742,2,1
2386,9,218,2,1
2553,8,1639,4,1
2454,3,1623,3,1
773,5,320,1,0
1427,1,1981,1,1
2604,7,1827,3,1
2652,3,963,3,0
1137,6,771,4,1
902,8,41,4,1
474,1,207,1,0
2123,1,407,1,0
328,5,916,1,1
839,0,202,0,0
777,0,315,0,1
2646,8,940,4,0
1686,1,1922,1,0
565,1,33,1,0
1270,-1,488,0,1
1411,0,1570,0,0
1195,4,748,0,0
1880,1,2459,1,0
308,1,1250,1,0
1316,5,2112,1,0
1205,6,769,4,0
1806,6,2070,4,0
1360,7,2147,3,0
1207,2,570,2,1
2448,0,194,0,0
1006,3,725,3,1
1365,2,2270,2,0
1834,8,2375,4,0
893,3,36,3,1
1818,10,2294,5,1
1974,0,2280,0,0
436,10,1103,5,1
1028,6,289,4,0
