Birch_base,DBSCAN_base,Birch_random_best,DBSCAN_random_best,Passed
2101,9,597,2,0
1019,9,3210,2,1
1536,3,3436,3,0
710,9,131,2,1
2520,1,1919,1,0
1021,6,3121,4,1
1923,6,1481,4,1
199,0,1253,0,1
2784,11,2047,5,0
1707,6,252,4,0
961,3,3122,3,1
1998,-1,133,3,1
751,3,3445,3,0
2238,11,234,5,1
1984,7,163,3,0
1345,1,3446,1,1
1951,3,90,3,0
396,2,1332,2,0
1121,1,3115,1,1
1735,8,2777,4,1
2516,6,2767,4,0
1446,6,3417,4,0
3032,8,2453,4,1
3150,4,2454,0,1
1834,6,2787,4,0
2769,6,2429,4,1
1012,-1,598,5,0
2830,3,2455,3,0
1223,15,3142,3,1
1959,11,153,5,1
2881,0,3429,0,0
1963,7,1967,3,1
556,3,1695,3,0
1332,1,3271,1,0
200,1,1267,1,1
867,5,91,1,0
1060,0,3259,0,0
613,7,1686,3,1
1041,7,250,3,1
734,5,984,1,1
50,-1,8,6,0
2764,5,2448,1,1
837,2,63,2,1
3136,6,2456,4,1
683,3,111,3,1
2792,6,2429,4,0
2803,4,2539,0,1
386,2,1333,2,0
1647,5,722,1,0
679,4,1992,0,1
1828,9,2773,2,0
683,3,81,3,1
244,7,1439,3,1
1608,5,957,1,1
390,-1,1331,1,0
365,6,1968,4,1
442,2,1690,2,1
628,5,1802,1,0
1020,5,223,1,0
1714,1,299,1,1
2345,7,202,3,1
2047,7,159,3,1
2534,5,2448,1,0
3150,4,3493,0,1
3137,5,3715,1,0
1016,8,248,4,0
2582,5,2457,1,0
1302,-1,3260,1,1
349,5,2181,1,0
104,8,1310,4,1
1976,4,92,0,0
2322,4,290,0,1
1280,3,599,3,0
1752,1,3115,1,0
2043,6,261,4,1
967,0,3129,0,1
853,8,923,4,0
676,0,1948,0,1
992,9,3455,2,0
65,3,95,3,1
680,6,1685,4,0
965,9,3108,2,1
904,9,122,2,1
2366,3,2433,3,0
428,1,1800,1,1
1542,5,807,1,1
2036,4,104,0,1
1968,7,79,3,1
1519,4,3409,0,1
421,7,1368,3,0
225,9,1276,2,1
1953,5,1909,1,0
857,8,917,4,0
3128,9,2458,2,1
822,9,3645,2,1
962,4,3141,0,1
2494,7,2907,3,1
2514,0,1999,0,0
2543,3,2268,3,1
907,8,930,4,0
1757,10,2776,5,1
2722,11,1608,5,0
1569,1,905,1,0
1406,-1,3562,4,0
2764,5,2448,1,0
674,8,2005,4,1
2354,1,2257,1,0
1985,4,127,0,0
346,8,1026,4,0
222,6,137,4,1
856,9,1832,2,1
56,8,884,4,1
848,4,926,0,1
978,11,3143,5,0
2631,9,2235,2,1
849,2,3398,2,0
3074,0,2802,0,1
1904,5,2803,1,1
608,1,1919,1,1
689,0,2042,0,1
1955,10,64,5,0
2070,1,509,1,0
2059,3,61,3,0
2652,2,2352,2,1
2850,-1,3563,4,1
57,8,66,4,1
1339,7,3491,3,0
1715,2,2791,2,1
2361,7,2253,3,1
2944,9,2967,2,1
1986,1,1961,1,0
83,2,105,2,0
2629,2,1970,2,0
1020,5,3126,1,1
3020,2,2804,2,0
1027,4,215,0,1
1251,-1,3261,2,0
2529,3,1957,3,1
1949,5,167,1,1
1801,5,253,1,0
673,8,1962,4,0
975,0,680,0,0
2057,5,97,1,1
1579,0,3262,0,1
847,6,963,4,1
725,9,3448,2,1
1074,0,3107,0,1
1337,7,3401,3,0
1824,3,2790,3,0
61,2,129,2,1
2763,4,2418,0,1
3138,4,2681,0,0
2028,2,89,2,1
2549,9,2423,2,0
2428,2,2805,2,1
406,2,1923,2,0
695,7,961,3,0
110,1,1145,1,1
300,9,2197,2,0
2619,10,2242,5,1
2284,-1,389,3,0
1724,7,2919,3,0
907,8,930,4,0
425,1,1681,1,1
222,6,1146,4,1
201,9,1138,2,0
844,5,1860,1,1
2636,4,2258,0,1
3094,0,3680,0,0
3089,1,3476,1,0
2254,7,1132,3,0
1976,4,92,0,0
860,5,909,1,1
1858,0,2771,0,0
3113,4,2968,0,1
3050,6,2627,4,1
215,9,852,2,0
965,9,3108,2,0
1444,7,3411,3,0
1039,1,228,1,0
2312,4,241,0,1
1827,9,1947,2,0
77,7,176,3,0
1328,1,2960,1,0
3163,8,3504,4,0
2320,8,1514,4,1
746,1,3567,1,0
578,7,1535,3,0
2032,8,363,4,0
575,4,1709,0,1
2544,5,1909,1,0
1999,7,298,3,1
1701,6,2806,4,0
1618,1,751,1,0
2716,2,1986,2,1
868,2,101,2,1
62,7,140,3,1
1929,3,242,3,0
1029,7,250,3,1
417,4,1078,0,0
1471,5,3450,1,1
1465,0,3451,0,1
2787,7,3426,3,0
1300,-1,3679,1,0
198,7,140,3,1
3041,0,2638,0,1
2452,0,2140,0,0
1731,9,2763,2,1
2667,-1,2039,3,0
1986,1,238,1,0
2077,5,328,1,1
658,0,1910,0,1
2668,6,2028,4,1
929,8,910,4,1
1576,6,714,4,0
284,6,1020,4,0
1642,2,727,2,1
2330,0,255,0,1
2345,7,286,3,0
445,6,1142,4,1
1010,7,250,3,0
2779,1,2513,1,0
1824,3,2790,3,1
3095,3,3046,3,0
2527,3,2450,3,0
379,3,2121,3,1
939,2,791,2,0
880,6,904,4,0
339,2,1907,2,0
2016,4,536,0,0
1136,4,390,0,1
391,-1,1334,5,0
1979,5,150,1,0
2864,6,3452,4,0
2127,4,601,0,0
1551,3,90,3,0
2041,11,792,5,0
1032,1,751,1,1
1948,1,2799,1,0
3139,9,2706,2,1
1010,7,3131,3,1
1354,6,3135,4,0
2611,4,2246,0,0
1852,5,2054,1,0
100,6,1146,4,1
1013,2,585,2,0
1067,9,2963,2,1
1017,1,590,1,1
1859,-1,1449,4,0
1475,6,3456,4,0
663,7,1971,3,1
864,1,986,1,1
3107,5,2956,1,0
1991,6,121,4,1
1567,5,3263,1,1
71,3,1949,3,0
1371,2,3390,2,1
2517,7,1971,3,1
295,0,2069,0,1
2546,5,1917,1,1
2238,11,1472,5,1
1003,6,3181,4,0
679,4,1913,0,1
894,7,84,3,0
1346,3,3418,3,1
2851,4,2418,0,0
2882,6,2461,4,1
217,11,856,5,1
729,7,3634,3,0
392,-1,1025,4,0
2510,8,2453,4,1
1557,0,787,0,0
2291,4,332,0,0
2071,6,256,4,0
2004,1,142,1,1
415,8,1024,4,1
1860,2,1335,2,0
377,0,2019,0,1
1963,7,1388,3,0
688,0,2435,0,1
864,1,986,1,0
2491,-1,2220,1,0
1520,7,980,3,0
693,3,1808,3,1
304,10,1972,5,0
2316,9,236,2,0
1529,2,143,2,0
195,4,1295,0,1
1340,6,3453,4,1
1538,9,198,2,1
1065,6,3252,4,1
1489,-1,3564,0,1
1800,2,3140,2,1
872,5,957,1,1
1615,5,793,1,1
1743,1,349,1,1
3139,9,2706,2,1
110,1,1145,1,0
1878,5,1360,1,0
1708,8,219,4,0
2632,4,2029,0,0
2771,8,2440,4,0
981,2,3134,2,0
2316,9,236,2,1
357,-1,1336,3,1
495,6,1020,4,0
1050,4,3329,0,1
1337,7,3201,3,1
453,8,1738,4,0
2767,1,2240,1,1
351,9,2197,2,0
962,4,3141,0,1
1282,4,3302,0,0
1610,5,756,1,0
610,2,1537,2,0
3049,9,2773,2,0
2357,7,2656,3,0
3171,7,2462,3,0
658,0,1910,0,1
416,3,1337,3,1
1862,-1,1338,0,0
992,9,3455,2,1
1824,3,2790,3,0
1863,4,2884,0,1
3112,5,2975,1,0
1021,6,3181,4,0
1171,8,3264,4,0
1905,6,251,4,0
853,8,123,4,1
670,0,187,0,0
982,11,3297,5,0
989,9,2965,2,0
621,4,1643,0,1
1559,7,71,3,0
83,2,82,2,0
453,8,1738,4,0
305,2,1335,2,1
1521,7,3391,3,0
2723,0,2070,0,0
3053,11,2905,5,0
2819,4,2464,0,0
434,5,1809,1,1
435,7,1781,3,0
2622,8,1945,4,0
1022,11,3187,5,1
619,-1,1698,5,0
3096,1,2596,1,1
786,8,1843,4,1
2102,1,439,1,1
3143,2,2493,2,0
2531,4,1946,0,0
3091,7,3401,3,1
310,1,1939,1,0
1023,9,3128,2,0
3091,7,3733,3,1
2070,1,509,1,1
1903,6,2789,4,1
858,-1,3526,2,1
851,0,937,0,1
1880,0,1398,0,0
3097,1,2969,1,0
2520,1,1919,1,1
93,6,75,4,0
55,4,1913,0,0
1749,2,258,2,0
859,4,1699,0,0
2766,9,2423,2,1
860,5,909,1,1
969,7,3137,3,0
1407,1,3780,1,0
671,6,1959,4,0
303,7,1963,3,0
2863,7,2426,3,0
3098,11,3454,5,1
868,2,73,2,0
2241,2,128,2,1
1044,2,3139,2,0
2821,5,1804,1,1
1794,-1,3208,4,0
2319,2,1328,2,1
2804,4,2421,0,0
3090,9,3455,2,1
2549,9,1929,2,0
1446,6,3532,4,0
1212,6,3312,4,0
73,2,1139,2,0
1984,7,157,3,1
2468,1,2788,1,1
666,9,1929,2,1
3150,4,2557,0,0
375,3,1326,3,1
2460,2,2893,2,0
1700,4,2768,0,0
2237,-1,144,1,0
2761,2,1537,2,1
2414,3,2450,3,0
1471,5,3450,1,0
2133,12,384,4,1
1714,1,2786,1,0
3118,8,2990,4,1
350,9,1325,2,0
967,0,3190,0,0
198,7,1134,3,0
70,0,794,0,1
3042,9,2910,2,1
911,7,781,3,0
1024,-1,3147,5,1
350,9,1937,2,1
1644,9,729,2,0
956,2,3112,2,0
773,1,3397,1,1
1648,6,651,4,0
665,6,3456,4,0
683,3,3436,3,0
3061,3,2839,3,0
313,0,2091,0,1
2270,2,230,2,0
3073,2,2597,2,0
1843,9,2763,2,0
2320,8,1454,4,0
673,8,2005,4,0
583,7,1700,3,0
1056,4,3326,0,0
1980,3,900,3,1
1816,3,2790,3,0
386,2,1333,2,1
2320,8,118,4,0
105,-1,1147,2,1
1991,6,121,4,0
588,7,1926,3,0
1830,0,2772,0,0
1597,7,3424,3,1
580,8,2048,4,0
1745,7,2770,3,0
867,5,135,1,0
2042,1,120,1,0
3139,9,2458,2,0
2043,6,261,4,1
399,6,1327,4,1
623,9,1682,2,1
2811,4,2259,0,0
2382,7,2919,3,0
381,9,1083,2,1
1076,3,3242,3,1
2992,6,2784,4,1
1531,9,912,2,0
2063,3,217,3,1
1951,3,287,3,0
1224,-1,3149,4,0
1246,9,3265,2,0
1129,8,2760,4,0
2507,1,2255,1,1
1648,6,786,4,1
640,3,1801,3,0
2066,6,786,4,1
472,-1,1701,4,0
85,8,1181,4,1
1097,6,3136,4,1
1613,1,191,1,1
2520,1,1919,1,0
3109,7,3491,3,0
667,4,92,0,0
3130,5,2975,1,0
894,7,1781,3,1
1747,4,2812,0,1
1541,3,639,3,0
59,2,72,2,0
987,8,3138,4,1
1986,1,1961,1,0
741,4,1718,0,0
77,7,84,3,1
1327,1,2969,1,1
871,2,1702,2,1
1971,3,81,3,1
1095,8,243,4,0
1726,1,2813,1,1
88,9,175,2,0
1953,5,2034,1,1
1559,7,71,3,0
1293,8,602,4,0
1986,1,238,1,0
1198,-1,603,4,0
1820,6,2063,4,1
871,2,972,2,1
1617,6,914,4,0
155,2,1172,2,0
1521,7,3424,3,0
757,2,3457,2,1
417,4,1973,0,0
2525,7,2060,3,1
3142,3,2465,3,1
881,0,915,0,1
2457,2,2805,2,0
864,1,3397,1,1
1954,0,146,0,0
1986,1,2023,1,1
460,7,1693,3,1
3109,7,3391,3,0
878,11,67,5,1
1544,0,995,0,0
408,2,2011,2,0
57,8,66,4,1
2838,10,2260,5,1
370,6,1146,4,0
2622,8,1814,4,0
425,1,1676,1,0
848,4,103,0,1
188,3,1250,3,0
1748,-1,2598,2,1
1749,2,368,2,1
1544,0,916,0,0
1727,3,2781,3,0
909,7,84,3,0
2945,5,2971,1,1
3141,6,2610,4,0
1356,8,3521,4,0
446,10,1694,5,1
106,6,1020,4,1
2622,8,1945,4,0
2530,6,2122,4,0
2501,5,2815,1,0
2344,7,277,3,1
962,4,62,0,0
1971,3,81,3,0
447,1,1703,1,0
1865,8,2892,4,1
1974,5,225,1,1
436,8,930,4,1
2884,9,3425,2,0
300,9,2066,2,1
2999,7,2809,3,0
3156,1,2430,1,0
1719,4,290,0,1
2317,3,285,3,1
935,8,933,4,0
1988,10,245,5,0
2247,1,366,1,0
495,6,1020,4,1
2072,8,305,4,0
435,7,1781,3,1
1538,9,796,2,1
2983,5,2518,1,1
670,0,3416,0,0
2781,5,3459,1,0
2285,-1,391,2,0
860,5,909,1,0
1138,7,3165,3,1
1993,2,105,2,0
1092,0,3150,0,0
346,8,1065,4,0
974,0,3416,0,0
2734,1,1641,1,1
3100,10,2766,5,0
1357,11,3405,5,0
953,0,3199,0,0
1039,1,299,1,0
1826,6,2816,4,1
1335,8,3458,4,0
1304,-1,3682,3,1
1707,6,166,4,0
1441,4,3460,0,0
1879,5,2054,1,1
1747,4,354,0,0
3101,3,3032,3,0
672,4,2261,0,0
3087,1,2955,1,0
1529,2,143,2,0
1527,6,3133,4,0
1418,4,3769,0,1
1007,5,3203,1,1
2369,7,2817,3,0
1985,4,127,0,1
1949,5,167,1,1
1340,6,3453,4,1
2445,6,2814,4,0
3089,1,2960,1,1
2518,7,1971,3,1
853,8,917,4,0
2239,9,1342,2,1
2537,1,2072,1,0
1345,1,3446,1,0
2943,0,2588,0,1
2768,7,2441,3,0
2859,0,2468,0,1
1649,5,699,1,1
1971,3,90,3,0
2380,5,2818,1,1
296,6,1327,4,1
1545,3,3407,3,0
1970,0,69,0,1
2261,6,85,4,0
386,2,1333,2,0
974,0,3186,0,0
2764,5,2448,1,1
2848,9,2542,2,0
1002,8,3120,4,0
1987,7,3170,3,1
744,7,3461,3,0
665,6,99,4,0
1705,7,2796,3,0
659,3,1687,3,0
3120,8,2819,4,0
2518,7,1974,3,1
1974,5,192,1,1
3136,6,2456,4,0
251,4,1089,0,1
674,8,148,4,1
2544,5,2003,1,1
227,-1,2073,1,1
1960,2,72,2,1
1658,9,795,2,0
675,3,111,3,0
1366,4,3409,0,0
1951,3,90,3,0
3010,1,2591,1,0
673,8,1962,4,1
448,4,1766,0,0
3124,1,3106,1,1
1531,9,912,2,1
1447,3,3629,3,1
2682,5,1944,1,0
1737,8,264,4,1
658,0,1935,0,1
3098,11,2563,5,0
2320,8,1347,4,1
2781,5,3459,1,0
89,1,134,1,0
258,-1,2074,4,1
1497,4,641,0,0
188,3,1131,3,0
3166,2,2493,2,1
95,4,88,0,0
1707,6,2787,4,0
3119,5,3044,1,1
2508,9,2231,2,1
665,6,2467,4,0
2531,4,2127,0,0
1984,7,157,3,0
1119,4,3151,0,1
598,2,1625,2,1
1827,9,1389,2,1
2808,1,2249,1,1
96,4,883,0,0
2934,4,2681,0,0
75,2,73,2,1
1860,-1,1450,2,0
2556,8,2262,4,0
605,4,1810,0,0
3116,2,3112,2,0
1534,2,797,2,0
778,4,3439,0,1
1969,1,238,1,0
359,5,1362,1,1
1682,6,798,4,0
2517,7,2439,3,0
1773,4,2937,0,1
2354,1,2343,1,0
2766,9,2458,2,1
2151,6,201,4,1
473,-1,1148,4,1
3116,2,2964,2,1
2541,5,2320,1,1
2530,6,2063,4,1
853,8,123,4,0
3106,10,3152,5,1
869,2,110,2,0
1471,5,951,1,0
981,2,3134,2,0
351,9,1937,2,1
2646,2,1921,2,1
29,-1,9,7,0
1139,0,2973,0,1
2540,10,1925,5,1
1571,5,918,1,0
2534,5,2886,1,1
206,0,132,0,1
2123,0,656,0,0
976,5,3117,1,0
344,1,1975,1,0
2686,4,2311,0,0
2324,1,1369,1,0
1519,4,677,0,1
1368,2,3463,2,0
297,8,1994,4,0
2569,9,2309,2,0
3113,4,2968,0,0
1301,1,3676,1,0
656,4,1765,0,0
1666,3,778,3,1
2134,-1,385,0,1
1954,0,1323,0,0
876,7,913,3,1
1426,5,3745,1,0
2420,3,2858,3,1
1063,2,3042,2,1
2782,7,2431,3,0
847,6,919,4,1
2537,1,2263,1,0
3137,5,2528,1,0
429,5,1704,1,1
3111,0,2980,0,1
2668,6,2028,4,1
74,2,790,2,1
2805,4,2246,0,0
1377,-1,3683,0,1
961,3,3248,3,0
2283,4,293,0,0
485,5,1027,1,0
3156,1,2472,1,0
302,4,2115,0,1
568,0,1846,0,0
1037,1,3130,1,0
2201,3,1340,3,0
2764,5,2422,1,1
438,3,1692,3,0
449,4,1705,0,0
2349,8,260,4,0
583,7,1700,3,0
1981,8,204,4,0
1368,2,3463,2,1
2716,2,2157,2,1
2433,-1,2820,5,0
1714,1,2786,1,0
1601,8,607,4,0
1717,6,274,4,0
869,2,1702,2,1
2100,8,653,4,0
1824,3,2833,3,0
2901,6,2461,4,0
2324,1,1369,1,0
3097,1,2960,1,1
2434,4,2704,0,0
2781,5,2415,1,0
341,1,1912,1,1
3208,1,3428,1,1
2000,-1,1149,3,1
1635,5,799,1,1
589,3,1613,3,0
1843,9,2763,2,1
1047,6,3198,4,0
1547,3,920,3,0
1961,5,2762,1,1
1965,9,249,2,1
1762,4,206,0,0
670,0,3416,0,1
688,0,2008,0,0
1702,1,3115,1,1
2334,5,266,1,1
1618,1,696,1,0
2853,1,3475,1,0
2334,5,227,1,0
663,7,74,3,1
677,0,1758,0,0
1009,1,3195,1,0
2042,1,120,1,1
449,4,801,0,1
1548,9,631,2,1
1026,10,64,5,1
770,7,1976,3,1
2625,3,1811,3,1
2802,6,2767,4,1
1664,4,802,0,0
1691,0,825,0,1
1619,0,595,0,0
425,1,1676,1,1
93,6,75,4,0
3117,2,2469,2,1
848,4,926,0,1
1905,6,251,4,0
2080,4,215,0,1
1906,-1,579,1,1
2110,4,589,0,1
58,6,777,4,1
426,5,899,1,1
1960,2,72,2,1
992,9,3455,2,0
1987,7,163,3,0
690,5,1874,1,1
2781,5,2415,1,0
1589,6,921,4,1
1459,0,3465,0,0
853,8,148,4,0
3144,1,2430,1,1
304,10,1972,5,1
1983,9,1933,2,1
2781,5,2415,1,0
1880,0,1398,0,1
461,7,1697,3,0
3127,2,2558,2,1
1335,8,3430,4,1
1520,7,581,3,0
2541,5,2320,1,1
1754,1,267,1,0
1989,9,2763,2,1
534,6,1880,4,1
3129,1,2430,1,0
2751,0,1614,0,1
2564,5,2326,1,0
1007,5,3153,1,1
2548,9,1915,2,0
2032,8,363,4,0
2762,0,2487,0,1
1408,-1,3684,3,0
1719,4,206,0,0
228,2,1029,2,0
2344,7,1388,3,0
860,5,957,1,0
775,7,3477,3,0
1966,3,90,3,1
3099,3,2536,3,1
883,5,803,1,0
1990,5,150,1,0
960,6,3121,4,1
2191,-1,1451,1,1
429,5,1704,1,1
1335,8,3113,4,0
672,4,92,0,1
3154,6,3697,4,0
1479,7,3538,3,0
1826,6,2789,4,0
3074,0,2802,0,1
837,2,922,2,1
2355,9,2129,2,1
2137,3,281,3,0
1589,6,921,4,1
1971,3,81,3,0
974,0,3186,0,1
1570,8,923,4,0
1954,0,1323,0,1
2573,10,2252,5,0
1348,10,3444,5,0
961,3,3196,3,1
1341,5,3431,1,0
3102,5,2774,1,1
1335,8,3113,4,0
71,3,1301,3,0
1023,9,3210,2,0
1803,6,373,4,0
2520,1,1919,1,1
998,2,3167,2,0
2125,7,770,3,1
1526,8,83,4,1
1532,6,591,4,0
2784,11,2452,5,1
3029,1,2475,1,1
665,6,1927,4,0
855,4,1705,0,1
310,1,2112,1,0
55,4,145,0,0
2043,6,261,4,1
348,11,1938,5,1
670,0,187,0,0
3109,7,3391,3,1
678,2,1956,2,1
1985,4,293,0,1
1938,3,269,3,1
675,3,1949,3,1
1365,1,3446,1,0
1975,6,166,4,1
1013,2,3200,2,0
755,2,3637,2,1
1407,1,3566,1,1
876,7,1978,3,1
3127,2,3414,2,0
2773,2,2469,2,0
1730,8,2777,4,0
1800,2,3140,2,0
488,2,1075,2,1
1960,2,105,2,0
921,-1,924,4,0
1986,1,1961,1,0
2801,6,2427,4,0
461,7,173,3,0
1730,8,2761,4,1
1993,2,105,2,0
3085,8,3083,4,1
2572,6,2376,4,0
606,7,1582,3,1
1972,1,210,1,1
3042,9,2778,2,1
2568,2,1970,2,0
2044,0,147,0,0
2762,0,3464,0,1
81,6,832,4,0
2791,0,2497,0,0
351,9,1958,2,1
850,1,1979,1,1
884,3,925,3,0
2517,7,2460,3,1
847,6,1733,4,0
1572,4,625,0,0
2568,2,2266,2,0
1827,9,1405,2,1
663,7,2431,3,0
855,4,926,0,1
3086,2,2964,2,1
1378,-1,3685,4,0
977,9,3154,2,1
2255,9,1243,2,0
599,7,1607,3,0
2646,2,1921,2,1
1079,8,3120,4,0
1031,2,3134,2,0
1904,5,271,1,0
2840,2,2424,2,0
221,11,1265,5,1
435,7,1697,3,0
345,1,1980,1,0
1851,1,208,1,0
1242,1,590,1,0
339,2,1907,2,0
1026,10,64,5,1
2542,9,1929,2,1
810,3,1862,3,1
1020,5,223,1,1
100,6,1169,4,0
1316,2,3311,2,0
3104,5,2979,1,0
1824,3,2790,3,0
1010,7,3156,3,1
1828,9,2797,2,0
2543,3,2268,3,0
1014,8,3155,4,1
482,3,1072,3,0
3163,8,3504,4,0
964,6,3188,4,1
1006,2,3236,2,1
3156,1,2430,1,1
1598,4,643,0,1
417,4,1030,0,1
679,4,1942,0,1
1705,7,2796,3,1
674,8,148,4,0
738,2,1883,2,0
1279,1,3271,1,1
576,6,1812,4,0
2336,6,1344,4,1
57,8,66,4,1
2564,5,2264,1,0
1962,1,229,1,0
339,2,1907,2,0
1979,5,97,1,1
81,6,832,4,0
2627,2,2328,2,0
2781,5,2448,1,0
1495,5,3469,1,0
709,6,904,4,1
2730,5,1542,1,1
63,6,1146,4,1
1700,4,2884,0,0
3089,1,3476,1,1
1708,8,204,4,0
2998,1,2813,1,0
219,3,1140,3,1
1485,0,3819,0,1
1729,6,252,4,0
2298,1,1452,1,1
1020,5,3126,1,0
1084,5,3153,1,0
2622,8,1945,4,1
2460,2,2893,2,1
2042,1,120,1,1
2872,4,3420,0,1
228,-1,1345,2,0
1816,3,2790,3,1
1579,0,3262,0,1
2620,0,2363,0,1
1547,3,174,3,0
2579,4,2265,0,0
1047,6,265,4,0
202,10,1315,5,0
2763,4,3635,0,0
675,3,1949,3,1
2615,8,2285,4,1
1027,4,272,0,1
856,9,1929,2,0
1469,10,3537,5,1
450,0,1707,0,0
2286,-1,393,1,0
993,7,3202,3,1
1253,8,610,4,1
862,2,3468,2,0
742,1,1866,1,0
608,1,1980,1,1
2136,1,394,1,0
1981,8,86,4,1
3058,4,3157,0,0
2461,2,2810,2,0
856,9,1696,2,1
2313,4,272,0,0
591,-1,1708,3,1
2534,5,2886,1,0
1731,9,2861,2,1
656,4,1922,0,1
3095,3,2450,3,0
1960,2,72,2,1
1710,0,205,0,1
1713,8,3155,4,0
2516,6,2429,4,1
1051,-1,3158,1,0
70,0,107,0,1
666,9,70,2,0
1062,5,3267,1,1
197,6,137,4,0
2082,3,611,3,1
903,3,929,3,1
2847,3,3427,3,0
1892,9,1346,2,1
2631,9,2235,2,1
1733,8,219,4,1
3174,1,3428,1,1
1969,1,231,1,1
1356,8,3394,4,1
302,4,1964,0,0
987,8,3221,4,1
1052,0,3159,0,0
1044,2,3139,2,1
55,4,145,0,0
1527,6,161,4,1
1661,8,923,4,0
2003,-1,804,0,1
2854,11,3648,5,0
198,7,1134,3,0
1039,1,229,1,1
1335,8,3499,4,0
770,7,3602,3,0
978,11,3215,5,0
2075,0,527,0,1
2528,2,1982,2,0
201,9,1123,2,1
2987,9,2590,2,0
1570,8,923,4,1
1470,6,3452,4,1
1026,10,310,5,0
1979,5,266,1,0
1582,3,908,3,1
3145,-1,2516,2,1
2520,1,1919,1,1
440,2,1777,2,1
336,4,2053,0,1
2033,0,116,0,0
2629,2,2266,2,1
937,8,930,4,1
2316,9,1325,2,1
2355,9,2601,2,1
671,6,1959,4,0
1700,4,2792,0,0
1537,0,609,0,1
614,4,1992,0,1
3074,0,2802,0,1
903,3,929,3,0
1961,5,2762,1,0
2805,4,2454,0,0
2840,2,2328,2,1
1587,10,612,5,1
3035,9,2706,2,0
386,2,1333,2,0
1257,9,613,2,1
3134,0,2419,0,1
1194,0,3257,0,1
2248,9,1325,2,0
2780,9,3432,2,0
2433,10,2085,5,1
1990,5,150,1,0
69,1,134,1,0
869,2,1702,2,0
3100,10,2766,5,1
214,5,1151,1,1
2321,1,1452,1,1
400,9,1405,2,0
1573,3,908,3,1
2778,5,2457,1,1
1258,-1,614,3,0
345,1,1980,1,0
424,8,1691,4,1
400,9,1032,2,0
99,10,195,5,0
1348,10,3523,5,0
427,8,1776,4,0
3143,2,2469,2,0
680,6,1893,4,1
293,4,1931,0,0
2045,11,578,5,1
145,-1,1031,4,0
1829,5,2821,1,1
1586,11,737,5,1
1974,5,699,1,0
83,2,82,2,1
2766,9,2423,2,0
2155,3,435,3,1
669,0,189,0,0
1022,11,352,5,1
2336,6,274,4,1
1803,6,268,4,0
1733,8,1347,4,1
1285,9,3316,2,0
1826,6,2816,4,0
2568,2,2266,2,0
3208,1,3495,1,1
1932,5,227,1,0
1620,5,605,1,0
401,9,1392,2,1
649,6,1599,4,1
1704,10,245,5,0
3096,1,3048,1,1
2630,1,1821,1,0
449,4,184,0,1
59,2,149,2,0
957,0,3129,0,0
2430,4,2911,0,0
2522,4,2027,0,0
1715,2,2791,2,0
431,4,1688,0,0
1017,1,590,1,0
1559,7,71,3,0
908,3,1808,3,0
608,1,1681,1,1
776,8,1843,4,1
1964,8,76,4,1
2544,5,1981,1,1
1990,5,150,1,0
2700,6,2364,4,1
3105,4,2486,0,1
2057,5,182,1,0
1707,6,2767,4,0
1349,2,3414,2,0
2316,9,236,2,1
1723,4,2792,0,1
2040,2,82,2,0
1828,9,2207,2,0
848,4,926,0,1
2774,6,3417,4,0
2041,11,792,5,0
864,1,106,1,1
1949,5,1998,1,1
588,7,1926,3,0
1303,8,3687,4,1
2711,0,2069,0,1
3143,2,3414,2,0
3134,0,2419,0,1
1421,1,3561,1,1
54,7,1129,3,0
3103,4,2421,0,0
420,2,1328,2,0
2534,5,2416,1,0
2990,-1,2603,2,1
1451,4,3486,0,1
394,2,1088,2,0
672,4,2792,0,0
1375,8,3458,4,0
301,2,1982,2,1
345,1,1975,1,1
1878,5,1381,1,0
2327,4,1444,0,0
841,1,3397,1,0
1086,10,2987,5,1
2431,1,2788,1,0
2519,2,1982,2,1
1336,8,3399,4,1
2379,4,2246,0,0
613,7,1737,3,0
2543,3,2268,3,0
2718,3,1534,3,0
1522,3,3442,3,1
2,-1,10,7,0
3085,8,3146,4,1
2082,3,611,3,0
2137,3,387,3,0
3131,8,2477,4,1
2961,1,2969,1,1
3164,9,3474,2,0
1459,0,3465,0,1
2435,8,2800,4,1
3134,0,2419,0,0
3042,9,2778,2,0
2799,3,3490,3,1
1732,8,2900,4,1
675,3,1911,3,0
776,8,2360,4,0
1529,2,797,2,0
1337,7,3201,3,0
1803,6,3163,4,1
102,1,1136,1,0
2046,9,1276,2,0
3107,5,2956,1,0
340,9,1079,2,1
1954,0,255,0,0
3108,1,2983,1,0
1959,11,209,5,1
2315,6,1446,4,0
1052,0,3159,0,1
972,10,3132,5,0
2322,4,290,0,0
1822,5,2889,1,0
1732,8,275,4,0
869,2,101,2,0
1559,7,71,3,0
2613,0,2417,0,1
355,1,1136,1,0
2047,7,355,3,1
1750,-1,2974,5,1
2760,10,1924,5,1
3156,1,2343,1,1
575,4,1709,0,1
358,0,2019,0,1
448,4,1766,0,1
64,4,124,0,0
1699,8,2819,4,1
1709,2,2870,2,1
3109,7,3491,3,1
1528,7,616,3,0
2436,1,2867,1,0
2726,3,1957,3,1
1948,1,3106,1,0
665,6,1685,4,0
1848,3,2126,3,1
1527,6,3533,4,1
2827,7,2356,3,0
667,4,103,0,1
291,13,1349,0,1
3128,9,3402,2,1
2151,6,201,4,1
2492,6,2816,4,0
588,7,1926,3,1
